소관,입출분류,회계분류,계정,관,항,금액_원안,계정별합계_원안,회계분류별합계_원안,소관총계_원안,증감액,수정금액_확정안,회계분류별합계_확정안,소관총계_확정안
대통령비서실 및 국가안보실,세입,일반회계,-,재산수입,관유물대여료,53000000,,94000000,94000000,0,53000000,94000000,94000000
대통령비서실 및 국가안보실,세입,일반회계,-,경상이전수입,기타경상이전수입,21000000,,,,0,21000000,,
대통령비서실 및 국가안보실,세입,일반회계,-,재화및용역판매수입,잡수입,20000000,,,,0,20000000,,
대통령경호처,세입,일반회계,-,재산수입,관유물대여료,58000000,,123000000,123000000,0,58000000,123000000,123000000
대통령경호처,세입,일반회계,-,재화및용역판매수입,면허료및수수료,2000000,,,,0,2000000,,
대통령경호처,세입,일반회계,-,재화및용역판매수입,잡수입,63000000,,,,0,63000000,,
국회,세입,일반회계,-,재산수입,관유물대여료,801000000,,2601000000,2601000000,0,801000000,2601000000,2601000000
국회,세입,일반회계,-,재산수입,기타이자수입및재산수입,5000000,,,,0,5000000,,
국회,세입,일반회계,-,경상이전수입,변상금및위약금,33000000,,,,0,33000000,,
국회,세입,일반회계,-,경상이전수입,기타경상이전수입,700000000,,,,0,700000000,,
국회,세입,일반회계,-,재화및용역판매수입,면허료및수수료,110000000,,,,0,110000000,,
국회,세입,일반회계,-,재화및용역판매수입,잡수입,770000000,,,,0,770000000,,
국회,세입,일반회계,-,수입대체경비수입,잡수입,132000000,,,,0,132000000,,
국회,세입,일반회계,-,관유물매각대,고정자산매각대,50000000,,,,0,50000000,,
대법원,세입,일반회계,-,재산수입,관유물대여료,3356000000,,607928000000,922602000000,0,3356000000,600795000000,915469000000
대법원,세입,일반회계,-,재산수입,기타이자수입및재산수입,40000000,,,,0,40000000,,
대법원,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",100000000,,,,0,100000000,,
대법원,세입,일반회계,-,경상이전수입,변상금및위약금,235000000,,,,0,235000000,,
대법원,세입,일반회계,-,경상이전수입,기타경상이전수입,138144000000,,,,0,138144000000,,
대법원,세입,일반회계,-,재화및용역판매수입,면허료및수수료,391423000000,,,,-7283000000,384140000000,,
대법원,세입,일반회계,-,재화및용역판매수입,잡수입,146000000,,,,0,146000000,,
대법원,세입,일반회계,-,정부내부수입및기타,전입금,74484000000,,,,150000000,74634000000,,
대법원,세입,등기특별회계,-,재산수입,관유물대여료,95000000,,314674000000,,0,95000000,314674000000,
대법원,세입,등기특별회계,-,재산수입,기타이자수입및재산수입,148000000,,,,0,148000000,,
대법원,세입,등기특별회계,-,경상이전수입,기타경상이전수입,19000000,,,,0,19000000,,
대법원,세입,등기특별회계,-,재화및용역판매수입,면허료및수수료,288294000000,,,,0,288294000000,,
대법원,세입,등기특별회계,-,재화및용역판매수입,잡수입,7000000,,,,0,7000000,,
대법원,세입,등기특별회계,-,관유물매각대,고정자산매각대,1339000000,,,,0,1339000000,,
대법원,세입,등기특별회계,-,관유물매각대,토지및무형자산매각대,9772000000,,,,0,9772000000,,
대법원,세입,등기특별회계,-,전년도이월금,전년도이월금,15000000000,,,,0,15000000000,,
헌법재판소,세입,일반회계,-,재화및용역판매수입,면허료및수수료,8000000,,26000000,26000000,0,8000000,26000000,26000000
헌법재판소,세입,일반회계,-,재화및용역판매수입,잡수입,18000000,,,,0,18000000,,
중앙선거관리위원회,세입,일반회계,-,재산수입,관유물대여료,36000000,,838000000,838000000,0,36000000,838000000,838000000
중앙선거관리위원회,세입,일반회계,-,재산수입,기타이자수입및재산수입,10000000,,,,0,10000000,,
중앙선거관리위원회,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",100000000,,,,0,100000000,,
중앙선거관리위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,662000000,,,,0,662000000,,
중앙선거관리위원회,세입,일반회계,-,재화및용역판매수입,잡수입,30000000,,,,0,30000000,,
민주평화통일자문회의,세입,일반회계,-,재산수입,기타이자수입및재산수입,4000000,,5000000,5000000,0,4000000,5000000,5000000
민주평화통일자문회의,세입,일반회계,-,경상이전수입,기타경상이전수입,1000000,,,,0,1000000,,
감사원,세입,일반회계,-,재산수입,관유물대여료,23000000,,475000000,475000000,0,23000000,475000000,475000000
감사원,세입,일반회계,-,경상이전수입,기타경상이전수입,20000000,,,,0,20000000,,
감사원,세입,일반회계,-,수입대체경비수입,잡수입,432000000,,,,0,432000000,,
국가정보원,세입,일반회계,-,재산수입,기타이자수입및재산수입,22439000000,,22439000000,22439000000,0,22439000000,22439000000,22439000000
기획재정부,세입,일반회계,-,내국세,소득세,80478000000000,,325197251000000,334865210000000,-110200000000,80367800000000,324362651900000,334239612900000
기획재정부,세입,일반회계,-,내국세,법인세,79266400000000,,,,-16300000000,79250100000000,,
기획재정부,세입,일반회계,-,내국세,상속세,7228100000000,,,,-200000000,7227900000000,,
기획재정부,세입,일반회계,-,내국세,부가가치세,72245200000000,,,,-3493300000000,68751900000000,,
기획재정부,세입,일반회계,-,내국세,개별소비세,10360200000000,,,,-60700000000,10299500000000,,
기획재정부,세입,일반회계,-,내국세,증권거래세,4533900000000,,,,0,4533900000000,,
기획재정부,세입,일반회계,-,내국세,인지세,949400000000,,,,-5500000000,943900000000,,
기획재정부,세입,일반회계,-,내국세,기타내국세,4255400000000,,,,0,4255400000000,,
기획재정부,세입,일반회계,-,관세,관세,9053700000000,,,,2000000000,9055700000000,,
기획재정부,세입,일반회계,-,교통.에너지.환경세,교통.에너지.환경세,15786000000000,,,,-1009400000000,14776600000000,,
기획재정부,세입,일반회계,-,교육세,교육세,5025500000000,,,,-160700000000,4864800000000,,
기획재정부,세입,일반회계,-,종합부동산세,종합부동산세,2577000000000,,,,272400000000,2849400000000,,
기획재정부,세입,일반회계,-,재산수입,정부출자수입,697294000000,,,,0,697294000000,,
기획재정부,세입,일반회계,-,재산수입,기타이자수입및재산수입,2113350000000,,,,0,2113350000000,,
기획재정부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",270000000,,,,0,270000000,,
기획재정부,세입,일반회계,-,경상이전수입,변상금및위약금,3000000,,,,0,3000000,,
기획재정부,세입,일반회계,-,경상이전수입,가산금,1000000,,,,0,1000000,,
기획재정부,세입,일반회계,-,경상이전수입,기타경상이전수입,8747000000,,,,-100000,8746900000,,
기획재정부,세입,일반회계,-,재화및용역판매수입,잡수입,2000000,,,,0,2000000,,
기획재정부,세입,일반회계,-,차입금및여유자금회수,유가증권매각대,27768000000,,,,0,27768000000,,
기획재정부,세입,일반회계,-,정부내부수입및기타,전입금,235092000000,,,,-715000000,234377000000,,
기획재정부,세입,일반회계,-,정부내부수입및기타,예탁원금회수,289000000000,,,,0,289000000000,,
기획재정부,세입,일반회계,-,정부내부수입및기타,예수금,30066924000000,,,,3748016000000,33814940000000,,
기획재정부,세입,국가균형발전특별회계,지역자율계정,내국세,주세,1374120000000,5198826000000,9667959000000,,-60000000,1374060000000,9876961000000,
기획재정부,세입,국가균형발전특별회계,지역자율계정,전년도이월금,전년도이월금,0,,,,-69400000000,-69400000000,,
기획재정부,세입,국가균형발전특별회계,지역자율계정,정부내부수입및기타,전입금,3824706000000,,,,84214000000,3908920000000,,
기획재정부,세입,국가균형발전특별회계,지역지원계정,내국세,주세,2061180000000,4032669000000,,,-90000000,2061090000000,,
기획재정부,세입,국가균형발전특별회계,지역지원계정,전년도이월금,전년도이월금,258126000000,,,,0,258126000000,,
기획재정부,세입,국가균형발전특별회계,지역지원계정,정부내부수입및기타,전입금,1713363000000,,,,193375000000,1906738000000,,
기획재정부,세입,국가균형발전특별회계,제주특별자치도계정,전년도이월금,전년도이월금,116851000000,333781000000,,,0,116851000000,,
기획재정부,세입,국가균형발전특별회계,제주특별자치도계정,정부내부수입및기타,전입금,216930000000,,,,150000000,217080000000,,
기획재정부,세입,국가균형발전특별회계,세종특별자치시계정,전년도이월금,전년도이월금,31917000000,102683000000,,,0,31917000000,,
기획재정부,세입,국가균형발전특별회계,세종특별자치시계정,정부내부수입및기타,전입금,70766000000,,,,813000000,71579000000,,
교육부,세입,일반회계,-,재산수입,관유물대여료,296000000,,201106000000,3956517000000,0,296000000,201106000000,4027818000000
교육부,세입,일반회계,-,재산수입,전대차관이자수입,2000000,,,,0,2000000,,
교육부,세입,일반회계,-,재산수입,기타이자수입및재산수입,10783000000,,,,0,10783000000,,
교육부,세입,일반회계,-,경상이전수입,변상금및위약금,107000000,,,,0,107000000,,
교육부,세입,일반회계,-,경상이전수입,가산금,9000000,,,,0,9000000,,
교육부,세입,일반회계,-,경상이전수입,기타경상이전수입,114348000000,,,,0,114348000000,,
교육부,세입,일반회계,-,재화및용역판매수입,입학금및수업료,8084000000,,,,0,8084000000,,
교육부,세입,일반회계,-,재화및용역판매수입,잡수입,73000000,,,,0,73000000,,
교육부,세입,일반회계,-,수입대체경비수입,면허료및수수료,10104000000,,,,0,10104000000,,
교육부,세입,일반회계,-,수입대체경비수입,잡수입,5237000000,,,,0,5237000000,,
교육부,세입,일반회계,-,융자및전대차관원금회수,전대차관원금회수,54000000,,,,0,54000000,,
교육부,세입,일반회계,-,정부내부수입및기타,전입금,52009000000,,,,0,52009000000,,
교육부,세입,국가균형발전특별회계,지역지원계정,재산수입,기타이자수입및재산수입,1363000000,11374000000,11374000000,,0,1363000000,11374000000,
교육부,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,10011000000,,,,0,10011000000,,
교육부,세입,유아교육지원특별회계,-,정부내부수입및기타,전입금,3744037000000,,3744037000000,,71301000000,3815338000000,3815338000000,
과학기술정보통신부,세입,일반회계,-,재산수입,관유물대여료,113000000,,358523000000,9436836000000,0,113000000,358523000000,9436864000000
과학기술정보통신부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",3537000000,,,,0,3537000000,,
과학기술정보통신부,세입,일반회계,-,경상이전수입,가산금,50000000,,,,0,50000000,,
과학기술정보통신부,세입,일반회계,-,경상이전수입,기타경상이전수입,46911000000,,,,0,46911000000,,
과학기술정보통신부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,257827000000,,,,0,257827000000,,
과학기술정보통신부,세입,일반회계,-,재화및용역판매수입,잡수입,85000000,,,,0,85000000,,
과학기술정보통신부,세입,일반회계,-,정부내부수입및기타,전입금,50000000000,,,,0,50000000000,,
과학기술정보통신부,세입,우체국보험특별회계,-,경상이전수입,기타경상이전수입,300000000,,988744000000,,0,300000000,988744000000,
과학기술정보통신부,세입,우체국보험특별회계,-,재화및용역판매수입,잡수입,988444000000,,,,0,988444000000,,
과학기술정보통신부,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,5142000000,5142000000,5142000000,,0,5142000000,5142000000,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관손익계정,기업특별회계영업수입,책임운영기관사업수입,1256000000,24539000000,71824000000,,0,1256000000,71824000000,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관손익계정,재산수입,관유물대여료,141000000,,,,0,141000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관손익계정,재화및용역판매수입,잡수입,27000000,,,,0,27000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관손익계정,전년도이월금,전년도이월금,876000000,,,,0,876000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관손익계정,정부내부수입및기타,전입금,22239000000,,,,0,22239000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관손익계정,기업특별회계영업수입,책임운영기관사업수입,4610000000,27408000000,,,0,4610000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관손익계정,재산수입,관유물대여료,1316000000,,,,0,1316000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관손익계정,재화및용역판매수입,잡수입,411000000,,,,0,411000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관손익계정,전년도이월금,전년도이월금,421000000,,,,0,421000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관손익계정,정부내부수입및기타,전입금,20650000000,,,,0,20650000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관자본계정,관유물매각대,고정자산매각대,2000000,12879000000,,,0,2000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관자본계정,전년도이월금,전년도이월금,397000000,,,,0,397000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관자본계정,정부내부수입및기타,전입금,11289000000,,,,0,11289000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립중앙과학관자본계정,정부내부수입및기타,기타,1191000000,,,,0,1191000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관자본계정,전년도이월금,전년도이월금,619000000,6998000000,,,0,619000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관자본계정,정부내부수입및기타,전입금,4878000000,,,,0,4878000000,,
과학기술정보통신부,세입,책임운영기관특별회계,국립과천과학관자본계정,정부내부수입및기타,기타,1501000000,,,,0,1501000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,기업특별회계영업수입,우정사업수입,3207615000000,4731252000000,4919744000000,,0,3207615000000,4919754000000,
과학기술정보통신부,세입,우편사업특별회계,손익계정,재산수입,관유물대여료,36634000000,,,,0,36634000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,재산수입,기타이자수입및재산수입,6622000000,,,,0,6622000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,경상이전수입,변상금및위약금,259000000,,,,0,259000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,경상이전수입,기타경상이전수입,2760000000,,,,0,2760000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,재화및용역판매수입,잡수입,26601000000,,,,0,26601000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,전년도이월금,전년도이월금,281496000000,,,,0,281496000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,정부내부수입및기타,전입금,826742000000,,,,0,826742000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,정부내부수입및기타,예탁원금회수,317381000000,,,,0,317381000000,,
과학기술정보통신부,세입,우편사업특별회계,손익계정,정부내부수입및기타,예탁이자수입,25142000000,,,,10000000,25152000000,,
과학기술정보통신부,세입,우편사업특별회계,자본계정,관유물매각대,고정자산매각대,3081000000,188492000000,,,0,3081000000,,
과학기술정보통신부,세입,우편사업특별회계,자본계정,관유물매각대,토지및무형자산매각대,4124000000,,,,0,4124000000,,
과학기술정보통신부,세입,우편사업특별회계,자본계정,관유물매각대,재고자산매각대및유동자산,381000000,,,,0,381000000,,
과학기술정보통신부,세입,우편사업특별회계,자본계정,전년도이월금,전년도이월금,1632000000,,,,0,1632000000,,
과학기술정보통신부,세입,우편사업특별회계,자본계정,정부내부수입및기타,전입금,73798000000,,,,0,73798000000,,
과학기술정보통신부,세입,우편사업특별회계,자본계정,정부내부수입및기타,기타,105476000000,,,,0,105476000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,기업특별회계영업수입,우정사업수입,2497269000000,3085454000000,3092859000000,,0,2497269000000,3092877000000,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,재산수입,기타이자수입및재산수입,30000000,,,,0,30000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,경상이전수입,변상금및위약금,30000000,,,,0,30000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,경상이전수입,기타경상이전수입,740000000,,,,0,740000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,재화및용역판매수입,잡수입,200000000,,,,0,200000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,전년도이월금,전년도이월금,89646000000,,,,0,89646000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,정부내부수입및기타,전입금,63193000000,,,,0,63193000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,정부내부수입및기타,예탁원금회수,400000000000,,,,0,400000000000,,
과학기술정보통신부,세입,우체국예금특별회계,손익계정,정부내부수입및기타,예탁이자수입,34346000000,,,,18000000,34364000000,,
과학기술정보통신부,세입,우체국예금특별회계,자본계정,관유물매각대,고정자산매각대,10000000,7405000000,,,0,10000000,,
과학기술정보통신부,세입,우체국예금특별회계,자본계정,관유물매각대,재고자산매각대및유동자산,30000000,,,,0,30000000,,
과학기술정보통신부,세입,우체국예금특별회계,자본계정,전년도이월금,전년도이월금,694000000,,,,0,694000000,,
과학기술정보통신부,세입,우체국예금특별회계,자본계정,정부내부수입및기타,전입금,6671000000,,,,0,6671000000,,
외교부,세입,일반회계,-,재산수입,기타이자수입및재산수입,600000000,,266734000000,266734000000,0,600000000,266734000000,266734000000
외교부,세입,일반회계,-,경상이전수입,기타경상이전수입,7203000000,,,,0,7203000000,,
외교부,세입,일반회계,-,재화및용역판매수입,잡수입,1128000000,,,,0,1128000000,,
외교부,세입,일반회계,-,수입대체경비수입,면허료및수수료,257803000000,,,,0,257803000000,,
통일부,세입,일반회계,-,재산수입,관유물대여료,468000000,,2811000000,2811000000,0,468000000,2811000000,2811000000
통일부,세입,일반회계,-,재산수입,기타이자수입및재산수입,30000000,,,,0,30000000,,
통일부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",10000000,,,,0,10000000,,
통일부,세입,일반회계,-,경상이전수입,변상금및위약금,4000000,,,,0,4000000,,
통일부,세입,일반회계,-,경상이전수입,기타경상이전수입,1161000000,,,,0,1161000000,,
통일부,세입,일반회계,-,재화및용역판매수입,입장료수입,1138000000,,,,0,1138000000,,
법무부,세입,일반회계,-,재산수입,관유물대여료,1626000000,,1614363000000,1741229000000,0,1626000000,1614363000000,1741180000000
법무부,세입,일반회계,-,재산수입,기타이자수입및재산수입,339000000,,,,0,339000000,,
법무부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",1585416000000,,,,0,1585416000000,,
법무부,세입,일반회계,-,경상이전수입,변상금및위약금,759000000,,,,0,759000000,,
법무부,세입,일반회계,-,경상이전수입,가산금,12000000,,,,0,12000000,,
법무부,세입,일반회계,-,경상이전수입,기타경상이전수입,7980000000,,,,0,7980000000,,
법무부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,1225000000,,,,0,1225000000,,
법무부,세입,일반회계,-,재화및용역판매수입,잡수입,1429000000,,,,0,1429000000,,
법무부,세입,일반회계,-,수입대체경비수입,면허료및수수료,14313000000,,,,0,14313000000,,
법무부,세입,일반회계,-,수입대체경비수입,잡수입,526000000,,,,0,526000000,,
법무부,세입,일반회계,-,관유물매각대,고정자산매각대,738000000,,,,0,738000000,,
법무부,세입,교도작업특별회계,-,재화및용역판매수입,교도소수입,74809000000,,126866000000,,0,74809000000,126817000000,
법무부,세입,교도작업특별회계,-,재화및용역판매수입,잡수입,338000000,,,,0,338000000,,
법무부,세입,교도작업특별회계,-,전년도이월금,전년도이월금,7268000000,,,,0,7268000000,,
법무부,세입,교도작업특별회계,-,정부내부수입및기타,예탁원금회수,42000000000,,,,0,42000000000,,
법무부,세입,교도작업특별회계,-,정부내부수입및기타,예탁이자수입,2451000000,,,,-49000000,2402000000,,
국방부,세입,일반회계,-,재산수입,관유물대여료,7079000000,,224949000000,1510372000000,0,7079000000,224949000000,1510408000000
국방부,세입,일반회계,-,재산수입,기타이자수입및재산수입,1129000000,,,,0,1129000000,,
국방부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",4884000000,,,,0,4884000000,,
국방부,세입,일반회계,-,경상이전수입,변상금및위약금,24768000000,,,,0,24768000000,,
국방부,세입,일반회계,-,경상이전수입,가산금,128000000,,,,0,128000000,,
국방부,세입,일반회계,-,경상이전수입,기타경상이전수입,73849000000,,,,0,73849000000,,
국방부,세입,일반회계,-,재화및용역판매수입,병원수입,12753000000,,,,0,12753000000,,
국방부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,143000000,,,,0,143000000,,
국방부,세입,일반회계,-,재화및용역판매수입,입학금및수업료,405000000,,,,0,405000000,,
국방부,세입,일반회계,-,재화및용역판매수입,항공항만및용수수입,1492000000,,,,0,1492000000,,
국방부,세입,일반회계,-,재화및용역판매수입,잡수입,25318000000,,,,0,25318000000,,
국방부,세입,일반회계,-,관유물매각대,토지및무형자산매각대,809000000,,,,0,809000000,,
국방부,세입,일반회계,-,정부내부수입및기타,전입금,72192000000,,,,0,72192000000,,
국방부,세입,주한미군기지이전특별회계,-,재산수입,관유물대여료,1400000000,,493318000000,,0,1400000000,493318000000,
국방부,세입,주한미군기지이전특별회계,-,재산수입,기타이자수입및재산수입,460000000,,,,0,460000000,,
국방부,세입,주한미군기지이전특별회계,-,경상이전수입,변상금및위약금,73000000,,,,0,73000000,,
국방부,세입,주한미군기지이전특별회계,-,경상이전수입,기타경상이전수입,360000000,,,,0,360000000,,
국방부,세입,주한미군기지이전특별회계,-,재화및용역판매수입,잡수입,119000000,,,,0,119000000,,
국방부,세입,주한미군기지이전특별회계,-,관유물매각대,토지및무형자산매각대,97600000000,,,,0,97600000000,,
국방부,세입,주한미군기지이전특별회계,-,정부내부수입및기타,예수금,393306000000,,,,0,393306000000,,
국방부,세입,국방.군사시설이전특별회계,-,재산수입,기타이자수입및재산수입,98000000,,792105000000,,0,98000000,792141000000,
국방부,세입,국방.군사시설이전특별회계,-,경상이전수입,기타경상이전수입,629000000,,,,0,629000000,,
국방부,세입,국방.군사시설이전특별회계,-,관유물매각대,고정자산매각대,2047000000,,,,0,2047000000,,
국방부,세입,국방.군사시설이전특별회계,-,관유물매각대,토지및무형자산매각대,661900000000,,,,0,661900000000,,
국방부,세입,국방.군사시설이전특별회계,-,전년도이월금,전년도이월금,91938000000,,,,0,91938000000,,
국방부,세입,국방.군사시설이전특별회계,-,정부내부수입및기타,예탁원금회수,23204000000,,,,0,23204000000,,
국방부,세입,국방.군사시설이전특별회계,-,정부내부수입및기타,예탁이자수입,12289000000,,,,36000000,12325000000,,
행정안전부,세입,일반회계,-,재산수입,관유물대여료,2618000000,,55524000000,58877000000,0,2618000000,55524000000,58877000000
행정안전부,세입,일반회계,-,재산수입,기타이자수입및재산수입,2435000000,,,,0,2435000000,,
행정안전부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",515000000,,,,0,515000000,,
행정안전부,세입,일반회계,-,경상이전수입,변상금및위약금,476000000,,,,0,476000000,,
행정안전부,세입,일반회계,-,경상이전수입,기타경상이전수입,40949000000,,,,0,40949000000,,
행정안전부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,39000000,,,,0,39000000,,
행정안전부,세입,일반회계,-,재화및용역판매수입,잡수입,860000000,,,,0,860000000,,
행정안전부,세입,일반회계,-,수입대체경비수입,잡수입,7632000000,,,,0,7632000000,,
행정안전부,세입,혁신도시건설특별회계,-,관유물매각대,고정자산매각대,879000000,,2747000000,,0,879000000,2747000000,
행정안전부,세입,혁신도시건설특별회계,-,관유물매각대,토지및무형자산매각대,1868000000,,,,0,1868000000,,
행정안전부,세입,국가균형발전특별회계,지역지원계정,재산수입,기타이자수입및재산수입,26000000,606000000,606000000,,0,26000000,606000000,
행정안전부,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,580000000,,,,0,580000000,,
문화체육관광부,세입,일반회계,-,재산수입,관유물대여료,4587000000,,56687000000,149341000000,0,4587000000,56687000000,159491000000
문화체육관광부,세입,일반회계,-,재산수입,기타이자수입및재산수입,2964000000,,,,0,2964000000,,
문화체육관광부,세입,일반회계,-,경상이전수입,기타경상이전수입,38035000000,,,,0,38035000000,,
문화체육관광부,세입,일반회계,-,재화및용역판매수입,입장료수입,2730000000,,,,0,2730000000,,
문화체육관광부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,751000000,,,,0,751000000,,
문화체육관광부,세입,일반회계,-,재화및용역판매수입,잡수입,7620000000,,,,0,7620000000,,
문화체육관광부,세입,아시아문화중심도시조성특별회계,-,재산수입,기타이자수입및재산수입,200000000,,70326000000,,0,200000000,80476000000,
문화체육관광부,세입,아시아문화중심도시조성특별회계,-,경상이전수입,기타경상이전수입,490000000,,,,0,490000000,,
문화체육관광부,세입,아시아문화중심도시조성특별회계,-,전년도이월금,전년도이월금,8961000000,,,,0,8961000000,,
문화체육관광부,세입,아시아문화중심도시조성특별회계,-,정부내부수입및기타,전입금,60675000000,,,,10150000000,70825000000,,
문화체육관광부,세입,국가균형발전특별회계,지역자율계정,경상이전수입,기타경상이전수입,13002000000,13002000000,22328000000,,0,13002000000,22328000000,
문화체육관광부,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,9326000000,9326000000,,,0,9326000000,,
농림축산식품부,세입,일반회계,-,재산수입,관유물대여료,645000000,,20130000000,12643675000000,0,645000000,20130000000,13252918000000
농림축산식품부,세입,일반회계,-,재산수입,기타이자수입및재산수입,268000000,,,,0,268000000,,
농림축산식품부,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",1375000000,,,,0,1375000000,,
농림축산식품부,세입,일반회계,-,경상이전수입,변상금및위약금,878000000,,,,0,878000000,,
농림축산식품부,세입,일반회계,-,경상이전수입,가산금,25000000,,,,0,25000000,,
농림축산식품부,세입,일반회계,-,경상이전수입,기타경상이전수입,13922000000,,,,0,13922000000,,
농림축산식품부,세입,일반회계,-,재화및용역판매수입,면허료및수수료,2000000000,,,,0,2000000000,,
농림축산식품부,세입,일반회계,-,재화및용역판매수입,입학금및수업료,38000000,,,,0,38000000,,
농림축산식품부,세입,일반회계,-,재화및용역판매수입,실습수입,10000000,,,,0,10000000,,
농림축산식품부,세입,일반회계,-,재화및용역판매수입,잡수입,135000000,,,,0,135000000,,
농림축산식품부,세입,일반회계,-,수입대체경비수입,잡수입,773000000,,,,0,773000000,,
농림축산식품부,세입,일반회계,-,관유물매각대,고정자산매각대,50000000,,,,0,50000000,,
농림축산식품부,세입,일반회계,-,관유물매각대,토지및무형자산매각대,1000000,,,,0,1000000,,
농림축산식품부,세입,일반회계,-,관유물매각대,재고자산매각대및유동자산,10000000,,,,0,10000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,재산수입,기타이자수입및재산수입,15870000000,5699553000000,10484008000000,,0,15870000000,11093251000000,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,경상이전수입,변상금및위약금,85000000,,,,0,85000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,경상이전수입,기타경상이전수입,54621000000,,,,0,54621000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,재화및용역판매수입,면허료및수수료,1383000000,,,,0,1383000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,재화및용역판매수입,잡수입,42000000,,,,0,42000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,관유물매각대,고정자산매각대,8000000,,,,0,8000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,관유물매각대,토지및무형자산매각대,191000000,,,,0,191000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,관유물매각대,재고자산매각대및유동자산,12000000,,,,0,12000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,융자및전대차관원금회수,융자원금회수,268923000000,,,,0,268923000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,전년도이월금,전년도이월금,0,,,,-201645000000,-201645000000,,
농림축산식품부,세입,농어촌구조개선특별회계,구조개선사업계정,정부내부수입및기타,전입금,5358418000000,,,,489343000000,5847761000000,,
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,농어촌특별세,농어촌특별세,4129400000000,4784455000000,,,50500000000,4179900000000,,
농림축산식품부,세입,농어촌구조개선특별회계,농어촌특별세사업계정,재산수입,기타이자수입및재산수입,2713000000,,,,0,2713000000,,
